Date,Value
2015-05-15,1531716.97602
2015-05-14,2207220.56359
2015-05-13,1396294.36373
2015-05-12,2404838.89611
2015-05-11,1904904.06317
2015-05-10,812668.808367
2015-05-09,1638017.40519
2015-05-08,2975459.38757
2015-05-07,2515896.02661
2015-05-06,1347892.37273
2015-05-05,2093073.88106
2015-05-04,1535336.53776
2015-05-03,1041482.49385
2015-05-02,1266259.34956
2015-05-01,2008394.0045
2015-04-30,2664411.20956
2015-04-29,1833578.5136
2015-04-28,2701221.05147
2015-04-27,2518529.62011
2015-04-26,2205193.13275
2015-04-25,1441666.34578
2015-04-24,1785947.06855
2015-04-23,2574137.14255
2015-04-22,3082931.51057
2015-04-21,1214171.13658
2015-04-20,1314495.73344
2015-04-19,1282638.2878
2015-04-18,1085148.33899
2015-04-17,2048217.22006
2015-04-16,2376336.69346
2015-04-15,2666738.76691
2015-04-14,4257460.58428
2015-04-13,2112299.33052
2015-04-12,675937.431409
2015-04-11,1140185.63099
2015-04-10,2675116.12878
2015-04-09,2216224.72393
2015-04-08,2669120.52901
2015-04-07,1531937.93459
2015-04-06,1564105.63653
2015-04-05,1211778.66049
2015-04-04,815494.561008
2015-04-03,1958133.00281
2015-04-02,2073907.99848
2015-04-01,1486479.40929
2015-03-31,1931577.51714
2015-03-30,2020679.42757
2015-03-29,1394413.52362
2015-03-28,1454108.68409
2015-03-27,1762548.20045
2015-03-26,1879171.37886
2015-03-25,3800537.26941
2015-03-24,4563612.29464
2015-03-23,2600779.00588
2015-03-22,739422.59969
2015-03-21,1199329.84025
2015-03-20,2211571.49314
2015-03-19,5077345.21753
2015-03-18,3990297.82661
2015-03-17,1638629.86702
2015-03-16,1924370.48565
2015-03-15,696621.676054
2015-03-14,1667974.39353
2015-03-13,2829325.0313
2015-03-12,2264480.10284
2015-03-11,2017351.32252
2015-03-10,4541544.01607
2015-03-09,2624649.30032
2015-03-08,1598282.26372
2015-03-07,1278948.67358
2015-03-06,2790042.68953
2015-03-05,3247071.61518
2015-03-04,4175486.61184
2015-03-03,6322638.0752
2015-03-02,4190275.83929
2015-03-01,1166508.16387
2015-02-28,1809685.33129
2015-02-27,5142151.57568
2015-02-26,1306098.48278
2015-02-25,1091100.6777
2015-02-24,1422548.45874
2015-02-23,1489492.04474
2015-02-22,1342658.74001
2015-02-21,948087.452809
2015-02-20,2844072.14626
2015-02-19,1863197.01722
2015-02-18,3259977.94613
2015-02-17,2923405.96575
2015-02-16,4051377.60587
2015-02-15,7200685.85011
2015-02-14,3932517.32376
2015-02-13,4783505.35051
2015-02-12,1667205.47753
2015-02-11,2290977.89738
2015-02-10,2058429.79781
2015-02-09,3550609.45892
2015-02-08,3802427.60443
2015-02-07,1614452.68542
2015-02-06,2428434.54273
2015-02-05,3103400.58243
2015-02-04,4041719.03888
2015-02-03,4094181.67555
2015-02-02,3867133.97478
2015-02-01,4223952.11758
2015-01-31,3253319.91742
2015-01-30,5417548.37787
2015-01-29,7780990.20221
2015-01-28,3953455.43359
2015-01-27,6818344.42184
2015-01-26,15302136.4088
2015-01-25,6624843.33167
2015-01-24,2839467.84661
2015-01-23,3662928.21224
2015-01-22,7856570.19498
2015-01-21,2988445.53744
2015-01-20,3255763.95522
2015-01-19,2677624.61068
2015-01-18,3721863.95464
2015-01-17,4567169.46396
2015-01-16,10063648.1721
2015-01-15,19804382.7349
2015-01-14,20003943.7875
2015-01-13,10679959.7884
2015-01-12,3371922.79854
2015-01-11,2847004.61346
2015-01-10,10206899.6655
2015-01-09,10769340.8267
2015-01-08,10769340.8267
2015-01-07,10769340.8267
2015-01-06,10769340.8267
2015-01-05,10769340.8267
2015-01-04,11849100.4031
2015-01-03,3629503.46062
2015-01-02,1016669.63239
2015-01-01,1546927.09344
