Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2015-02-10,220.91,222.0,215.0,220.42,6882.64684416,1504640.63791,218.613663025
2015-02-09,223.92,225.99,215.0,220.9,19473.9566475,4275773.10618,219.563655377
2015-02-08,228.78,232.89,217.28,223.88,13775.0094947,3096894.55262,224.819776263
2015-02-07,223.44,231.14,221.77,228.3,9663.67430958,2194651.3564,227.103199683
2015-02-06,216.46,225.86,210.59,223.37,10951.787094,2404228.18448,219.528389645
2015-02-05,226.93,229.0,210.43,216.81,12982.7859578,2852443.59382,219.709668101
2015-02-04,227.94,231.0,220.02,227.0,14983.4639827,3372160.11679,225.058779511
2015-02-03,238.38,244.39,223.79,227.99,17499.5332405,4116764.15076,235.249940337
2015-02-02,226.93,241.98,221.79,238.47,15612.7948996,3578794.01226,229.221868043
2015-02-01,218.04,233.0,208.48,226.93,18408.2526214,4078716.73555,221.570010986
2015-01-31,228.96,234.8,215.75,216.9,19208.2790529,4374363.51112,227.733234147
2015-01-30,235.12,244.98,225.52,228.98,20614.8369436,4831205.30385,234.355736942
2015-01-29,236.07,242.18,220.0,235.79,26012.1694109,6035005.43064,232.00700162
2015-01-28,263.97,266.45,225.91,236.07,28092.3347326,6890538.54067,245.28180396
2015-01-27,274.76,278.51,243.1,263.98,21159.8262763,5464232.27758,258.236159704
2015-01-26,254.67,309.9,254.67,274.8,55829.6135942,15755918.6845,282.214360269
2015-01-25,249.33,257.0,241.33,255.31,28760.9284279,7179902.22158,249.640836164
2015-01-24,233.42,249.99,230.03,249.19,13793.7764793,3338886.07402,242.057429234
2015-01-23,234.08,240.0,225.55,233.64,15268.2684862,3544720.28079,232.162558838
2015-01-22,227.75,239.0,226.01,234.08,25405.3296132,5911624.89606,232.692312442
2015-01-21,211.94,228.9,205.0,227.16,23160.6569107,5023355.43193,216.891751011
2015-01-20,216.01,216.81,201.98,210.65,14129.2401857,2974516.45879,210.52203938
2015-01-19,211.8,220.94,207.7,216.34,13037.3991094,2781606.65696,213.355948806
2015-01-18,199.69,222.0,195.02,211.85,18205.1803619,3818886.27733,209.769208621
2015-01-17,208.02,212.84,192.17,199.69,19121.8894794,3838117.35154,200.718519771
2015-01-16,210.69,223.15,198.04,208.03,34723.3483525,7316818.68209,210.717543936
2015-01-15,172.0,233.9,168.5,210.98,83488.4161853,17311108.4236,207.347428716
2015-01-14,227.01,230.89,152.4,171.41,124188.885083,23576265.1934,189.841990913
2015-01-13,267.1,268.15,216.0,227.0,60556.1627166,14289366.8063,235.968829022
2015-01-12,266.34,272.43,263.54,267.42,10478.2502136,2823903.11065,269.501400814
2015-01-11,275.6,280.94,262.08,266.39,12758.9490442,3480736.97954,272.807499073
2015-01-10,293.89,295.0,271.03,275.59,29448.7778452,8367179.25568,284.12653658
2015-01-09,272.45,305.0,272.45,293.97,9914.24959431,2898085.3911,292.315153409
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05,264.55,280.0,264.07,276.8,9528.27100203,2596897.87088,272.546600566
2015-01-04,280.0,289.39,255.0,264.0,41441.2785529,11266762.6314,271.872949504
2015-01-03,315.42,316.58,280.0,282.0,21752.7191463,6475951.8703,297.707694691
2015-01-02,313.82,317.01,311.96,315.42,3468.28137523,1092445.6807,314.981849079
2015-01-01,321.0,321.0,312.6,313.81,3087.43655395,974509.578236,315.637118758
