Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2015-10-26,284.7,287.92,282.25,287.22,17157.5562752,4885694.00556,284.754654286
2015-10-25,284.19,295.99,281.2,284.79,40017.6507969,11572439.0118,289.183367373
2015-10-24,279.04,284.47,279.0,284.19,13934.5865672,3925163.86749,281.684989257
2015-10-23,275.83,280.9,275.15,279.21,15857.5633378,4414985.88023,278.415150308
2015-10-22,267.99,279.97,267.3,275.83,27240.7695845,7480805.34878,274.617988511
2015-10-21,270.99,272.28,264.1,267.8,10617.4462959,2844878.9159,267.943800855
2015-10-20,265.02,273.97,264.39,270.97,14439.6440851,3887016.04629,269.190571691
2015-10-19,265.29,268.28,262.35,265.1,10903.419169,2889123.51214,264.974084493
2015-10-18,272.9,274.66,263.3,265.01,15347.1930916,4100534.04032,267.184625608
2015-10-17,263.47,275.19,258.32,272.9,42840.6676771,11558057.2688,269.791716504
2015-10-16,255.19,267.83,254.91,263.45,21966.8422781,5762206.66259,262.313835992
2015-10-15,253.5,257.5,253.44,255.19,10462.8704923,2672132.37581,255.391900126
2015-10-14,251.08,255.95,250.1,253.5,10143.2669366,2565605.59911,252.936811693
2015-10-13,246.15,253.43,244.0,251.25,16746.3196923,4178003.04701,249.487835165
2015-10-12,247.92,248.45,245.21,246.17,5203.50998203,1284805.62522,246.911340549
2015-10-11,245.93,248.73,243.75,247.99,4868.94170189,1201628.86065,246.794670016
2015-10-10,244.93,246.41,243.5,246.01,4196.52667741,1030031.07947,245.448476479
2015-10-09,242.99,245.45,242.63,244.82,3572.48926215,872730.215315,244.291907204
2015-10-08,244.0,245.65,242.62,243.0,6046.70528354,1475853.54227,244.07565328
2015-10-07,247.35,247.93,243.5,244.0,8806.62652877,2162163.04521,245.515469306
2015-10-06,242.01,249.01,241.51,247.36,16277.3495449,4002809.90177,245.91287978
2015-10-05,239.47,242.89,236.24,242.0,12198.9370203,2926816.7731,239.923918636
2015-10-04,239.73,240.93,239.29,239.5,2081.94241537,499524.34102,239.931871954
2015-10-03,237.84,241.11,237.68,239.79,6221.0973625,1491889.62204,239.811328309
2015-10-02,238.25,240.0,237.33,237.86,5607.98936459,1337366.83511,238.475280205
2015-10-01,236.72,240.09,236.19,238.48,6107.43096947,1454822.98968,238.205392243
2015-09-30,236.9,238.78,235.11,236.49,5152.91520089,1221301.76078,237.011810434
2015-09-29,240.43,241.5,236.61,236.8,9459.77890536,2258463.07179,238.743748071
2015-09-28,233.37,241.44,233.37,240.43,12488.22016,2980475.16089,238.662925758
2015-09-27,234.63,234.78,233.0,233.37,2592.00155383,606060.647345,233.819554024
2015-09-26,235.39,235.95,233.75,234.63,4796.04811748,1126690.32471,234.920563163
2015-09-25,234.65,237.7,233.05,235.26,9861.4277771,2331463.01693,236.42246028
2015-09-24,230.57,236.25,230.54,234.65,15377.2409667,3602183.50283,234.254214434
2015-09-23,231.43,233.0,230.03,230.54,5720.27547465,1324393.05589,231.526097259
2015-09-22,227.25,233.95,224.25,231.11,18854.9366088,4316223.34913,228.917415035
2015-09-21,232.11,232.97,226.38,227.22,9804.99836611,2240066.20554,228.461660257
2015-09-20,232.01,233.38,231.4,232.12,3471.50489893,806867.543463,232.42586917
2015-09-19,233.79,234.19,231.4,232.09,4969.653817,1156394.52131,232.691161979
2015-09-18,233.65,236.26,232.52,233.78,8674.92224092,2031893.98965,234.226190531
2015-09-17,228.99,235.71,228.99,233.61,11251.9009232,2613457.01497,232.268043667
2015-09-16,230.91,232.12,227.33,228.99,8901.07462761,2040715.96334,229.266245787
2015-09-15,231.07,232.93,229.5,230.93,6838.80060602,1581558.57046,231.262565115
2015-09-14,231.11,233.9,228.4,230.89,9565.15571283,2211898.58219,231.245433801
2015-09-13,235.86,236.85,228.95,230.96,12591.828997,2931169.65227,232.783470373
2015-09-12,240.9,241.0,235.33,235.77,9833.24781185,2334830.30367,237.442434925
2015-09-11,239.4,242.89,239.39,240.6,7041.89767724,1696372.75511,240.897103716
2015-09-10,238.97,242.83,237.01,239.49,10917.7373096,2618365.14442,239.826721433
2015-09-09,244.2,245.57,238.38,239.07,15577.9453196,3751866.13263,240.844736302
2015-09-08,240.91,247.68,240.27,244.2,16344.6151537,3997081.60783,244.550365379
2015-09-07,241.0,243.0,239.03,240.85,6949.44115779,1675841.1557,241.147614268
2015-09-06,235.84,248.48,235.5,240.97,20514.644031,4953653.2649,241.4691309
2015-09-05,230.88,239.76,230.01,235.84,12199.2302943,2861501.60772,234.564110906
2015-09-04,227.29,231.66,227.01,230.89,10799.5983152,2484338.63317,230.039910807
2015-09-03,229.71,229.96,226.1,227.25,6915.70967104,1574478.91016,227.667005275
2015-09-02,228.24,231.89,226.51,229.71,9011.85646725,2065163.3708,229.160703824
2015-09-01,231.06,232.39,226.55,228.24,9810.61182733,2243718.27323,228.703195348
2015-08-31,229.99,233.69,225.31,231.35,10923.5833991,2516921.47634,230.41170506
2015-08-30,230.9,233.96,225.2,229.99,8840.01018786,2026183.98286,229.206068749
2015-08-29,232.08,234.03,227.16,230.75,10050.0091962,2311861.2173,230.035731526
2015-08-28,225.66,238.9,220.11,231.83,27324.7033684,6283314.41432,229.94995882
2015-08-27,226.13,229.5,224.0,225.8,11743.6005854,2661036.05821,226.594564321
2015-08-26,222.7,232.38,220.1,226.12,23772.9759536,5397672.00847,227.050749515
2015-08-25,210.49,228.77,196.6,222.03,69274.1814432,14756711.3493,213.018920497
2015-08-24,228.1,228.69,207.62,210.5,54223.2046931,11766442.005,217.000121471
2015-08-23,230.33,232.88,225.58,228.53,12032.3697935,2762432.70609,229.583428161
2015-08-22,232.46,234.71,221.77,230.27,20964.9105437,4787095.54993,228.338467744
2015-08-21,235.55,236.43,230.52,232.17,12992.0767456,3030150.43142,233.230644397
2015-08-20,226.31,237.94,226.27,235.54,26304.2761822,6149528.42597,233.784362032
2015-08-19,194.52381,255.08,178.12,226.32,84860.2183444,19199973.4201,226.254112878
2015-08-18,258.5,258.5,162.0,194.52381,81453.0451232,18810990.7668,230.942756509
2015-08-17,259.9,262.37,257.4,258.49,9940.91939962,2577382.4835,259.27003126
2015-08-16,262.04,262.9,256.5,259.9,27230.2661679,7070263.95666,259.647258425
2015-08-15,266.32,267.76,260.96,262.2,10401.2034115,2749993.65027,264.39187289
2015-08-14,264.47,268.97,262.13,266.09,13583.8672325,3611415.99845,265.860666674
2015-08-13,267.09,268.0,263.33,264.47,12871.1827445,3415550.3652,265.364141976
2015-08-12,271.97,273.75,265.8,267.1,16300.5060774,4390500.10829,269.347472247
2015-08-11,265.09,272.99,264.81,271.96,12654.8738087,3388826.50536,267.788249538
2015-08-10,265.69,267.72,262.17,265.1,10783.2602438,2857493.49291,264.993464715
2015-08-09,261.34,267.6,260.73,265.58,20876.9722514,5515136.28022,264.173186313
2015-08-08,280.04,280.32,260.62,261.34,36971.3231946,9973745.4997,269.769773919
2015-08-07,279.08,281.0,276.07,280.19,12684.5003209,3536425.6439,278.798971536
2015-08-06,282.58,282.58,278.0,279.08,10150.433233,2842538.60478,280.041111501
2015-08-05,285.47,285.94,281.49,282.61,7640.2891125,2165075.1391,283.376074808
2015-08-04,281.28,285.94,281.28,285.47,11987.335316,3409364.2786,284.413857519
2015-08-03,282.44,287.05,279.7,281.28,14793.6287321,4203662.4339,284.153571109
2015-08-02,280.31,283.44,276.26,282.44,11736.2155571,3280098.46822,279.485192842
2015-08-01,284.45,284.99,276.53,280.31,12322.3679102,3445681.29808,279.628178868
2015-07-31,288.02,289.85,281.0,284.45,14579.9360617,4148038.2085,284.503182384
2015-07-30,289.92,291.0,284.01,288.21,12128.6971334,3484865.21433,287.32395376
2015-07-29,295.24,295.68,286.02,289.92,15838.0626616,4610469.46707,291.100595165
2015-07-28,294.73,298.93,293.61,295.23,14362.9927035,4248414.42804,295.788942857
2015-07-27,293.0,298.74,286.0,294.84,25470.1120775,7467717.19404,293.195301667
2015-07-26,289.36,294.57,288.12,293.01,9326.27781654,2723881.76104,292.065260613
2015-07-25,288.58,292.35,286.39,289.37,11608.5300555,3358150.72952,289.283028381
2015-07-24,276.48,289.93,276.02,288.6,24289.5171357,6910185.9061,284.492518624
2015-07-23,277.88,278.44,275.56,276.51,5434.12477348,1506252.54835,277.184019715
2015-07-22,275.55,278.39,274.5,277.99,10967.3977903,3032647.09212,276.514734863
2015-07-21,280.2,282.1,275.09,275.55,13039.3777523,3641522.84635,279.271213361
2015-07-20,275.04,280.5,273.5,280.2,12344.2415505,3422224.35089,277.232451818
2015-07-19,277.25,279.18,274.69,275.04,8015.11644591,2217392.08267,276.651262353
2015-07-18,279.52,283.33,276.12,277.25,15384.9051982,4300071.77775,279.499400377
2015-07-17,278.93,281.55,272.0,279.82,25359.4462727,7023191.40694,276.945771269
2015-07-16,285.42,295.0,275.21,278.94,52863.271368,14924249.5955,282.317934728
2015-07-15,286.87,294.44,283.51,285.42,21732.2983354,6291623.94894,289.505686506
2015-07-14,292.6,297.25,286.0,286.83,23541.1863421,6856724.91514,291.265054169
2015-07-13,311.14,312.0,281.5,292.65,74168.2658166,21645668.5608,291.845418287
2015-07-12,293.19,316.23,291.81,311.14,61504.919357,18797763.7959,305.630248644
2015-07-11,285.35,299.56,283.46,293.18,38177.4689727,11159029.105,292.29358062
2015-07-10,269.22,296.1,268.58,285.36,89649.0516986,25551538.8914,285.017391788
2015-07-09,270.49,274.0,266.22,269.23,24012.1372514,6489316.58159,270.251519623
2015-07-08,265.78,274.11,263.0,270.52,35180.2476229,9475406.5337,269.33882431
2015-07-07,269.24,271.5,262.61,265.72,22314.5522833,5954662.10516,266.851067839
2015-07-06,271.82,278.69,267.33,269.23,56608.3608222,15490041.8751,273.635230734
2015-07-05,260.57,275.88,258.0,271.96,47847.8565046,12844747.6523,268.449802993
2015-07-04,256.12,262.64,253.57,260.58,9743.30293773,2512440.13894,257.863288763
2015-07-03,254.52,256.9,252.11,256.09,11553.1622049,2940004.18425,254.476145327
2015-07-02,258.08,262.61,253.0,254.52,17333.6982928,4444033.74597,256.381164071
2015-07-01,262.9,264.81,252.77,258.1,21546.0343286,5561130.92994,258.104616614
2015-06-30,256.7,269.0,253.05,262.89,47275.256142,12438732.2473,263.112952998
2015-06-29,248.71,257.74,248.57,256.69,34766.0316297,8815780.35633,253.574536496
2015-06-28,251.6,252.06,247.25,248.71,12904.1308524,3223200.98121,249.780556171
2015-06-27,243.29,251.77,242.6,251.61,18134.80647,4496257.85124,247.935254158
2015-06-26,242.15,243.9,240.61,243.29,10163.3707055,2460568.08477,242.101577918
2015-06-25,239.75,243.0,239.5,242.05,8703.1761925,2102667.42898,241.597708983
2015-06-24,244.19,244.19,239.0,239.8,15567.4440663,3757699.11738,241.381892967
2015-06-23,246.69,247.35,242.0,244.25,11550.6436554,2820955.57759,244.22496804
2015-06-22,244.25,247.99,243.5,246.67,18508.5265582,4551749.93226,245.927190257
2015-06-21,245.38,245.69,241.09,244.25,8170.86177002,1987049.65354,243.187280543
2015-06-20,244.56,245.9,240.0,245.38,23906.5002143,5804876.24388,242.815811258
2015-06-19,249.38,252.13,243.5,244.58,23929.3557002,5924108.25392,247.566559172
2015-06-18,248.96,253.7,243.0,249.51,27557.7940177,6864847.81646,249.107305615
2015-06-17,252.19,259.1,246.0,248.95,47481.6399724,11982690.164,252.364707095
2015-06-16,236.97,254.0,236.0,252.17,50864.7083238,12489594.7442,245.545391998
2015-06-15,233.5,238.16,233.35,236.98,19153.6613626,4525698.26105,236.283714919
2015-06-14,232.86,235.44,232.51,233.54,8262.11109659,1932862.20485,233.942896949
2015-06-13,229.51,234.3,228.4,232.87,11058.6270951,2555693.76778,231.104073391
2015-06-12,229.99,231.34,229.11,229.55,9752.03407847,2245838.72795,230.29438883
2015-06-11,228.61,230.7,228.6,230.0,9540.22374616,2191914.93345,229.755086649
2015-06-10,229.06,229.97,227.48,228.6,10773.5126228,2465365.65553,228.83582559
2015-06-09,228.79,232.07,227.79,229.06,16389.2326895,3776269.00922,230.411580625
2015-06-08,223.29,230.63,223.25,228.76,28828.6623825,6546519.03276,227.083690041
2015-06-07,225.69,227.0,222.29,223.26,17255.8954815,3872173.29558,224.397122696
2015-06-06,224.7,228.0,223.9,225.66,6830.97598346,1537956.11894,225.144418991
2015-06-05,223.24,229.23,222.65,224.51,17603.3349192,3955800.07566,224.71878731
2015-06-04,225.14,225.77,222.64,223.24,11211.433396,2517332.44071,224.53261343
2015-06-03,224.7,227.0,222.26,225.11,17205.3527286,3869950.31682,224.927112966
2015-06-02,222.01,226.0,220.97,224.68,16451.1719639,3680098.85871,223.698279173
2015-06-01,228.38,230.89,219.71,222.0,31722.4036283,7114621.71734,224.277510642
2015-05-31,232.35,232.69,227.0,228.7,11657.2744918,2680431.03756,229.936340561
2015-05-30,236.72,236.73,228.2,232.54,14770.9904026,3435669.78278,232.595762988
2015-05-29,236.83,237.16,235.02,236.52,6839.5288437,1615886.44736,236.25698265
2015-05-28,236.48,237.5,235.85,236.86,5791.2565839,1371064.99085,236.747408959
2015-05-27,237.37,239.3,235.0,236.85,9190.00257476,2180474.3814,237.265916267
2015-05-26,237.1,238.5,235.26,237.36,8818.48722363,2092716.09066,237.310100654
2015-05-25,240.92,241.12,236.1,237.1,8684.72025188,2069707.36971,238.315951428
2015-05-24,238.86,242.98,238.52,240.96,7277.27708444,1753986.91029,241.022416755
2015-05-23,240.97,241.2,237.54,238.81,8514.03827738,2040864.5633,239.705824288
2015-05-22,235.25,241.83,234.59,240.97,22839.3336978,5435553.53186,237.990897799
2015-05-21,234.26,236.5,233.9,235.27,10508.6308148,2473766.98258,235.403358075
2015-05-20,231.56,235.24,231.56,234.24,11419.180367,2670840.14598,233.890704949
2015-05-19,232.83,236.76,231.19,231.7,5963.96140137,1388341.73997,232.788518659
2015-05-18,236.25,237.25,229.0,232.82,14181.5302039,3317308.72264,233.917544506
2015-05-17,235.85,238.24,235.6,236.15,4806.56015574,1137910.8123,236.741198577
2015-05-16,237.24,237.58,234.0,235.7,6100.36287139,1440278.631,236.097206242
2015-05-15,236.7,239.0,233.88,237.3,9528.63072937,2260195.89302,237.200491572
2015-05-14,235.72,238.39,232.1,236.68,19128.4852997,4515666.83179,236.070277444
2015-05-13,242.01,245.0,234.22,235.7,27912.3056392,6691339.7043,239.72722966
2015-05-12,242.44,244.67,240.86,241.92,13639.3247039,3302760.56685,242.149859949
2015-05-11,240.8,245.49,238.5,242.46,15989.077249,3873897.8593,242.284016705
2015-05-10,242.53,245.95,238.79,240.73,11933.4066535,2887056.94658,241.930659904
2015-05-09,244.52,249.21,240.1,242.54,19372.3110459,4725893.00046,243.95091475
2015-05-08,237.3,249.22,236.2,244.5,31065.2996606,7572471.78762,243.759817879
2015-05-07,229.04,239.79,227.81,237.3,27216.1271178,6384304.40662,234.577990432
2015-05-06,235.85,236.75,226.42,229.27,47524.9971657,10993418.4666,231.318655911
2015-05-05,238.68,239.49,231.05,235.87,26115.9077076,6133736.60408,234.865916695
2015-05-04,240.69,243.6,236.98,238.54,24658.0932853,5913221.22529,239.808534945
2015-05-03,234.76,243.73,233.75,240.57,19159.4783794,4601304.97506,240.158154828
2015-05-02,231.75,235.79,231.75,234.81,8932.20058187,2091932.49734,234.201245053
2015-05-01,236.18,239.25,231.26,231.78,17016.6398589,4001970.20067,235.17981422
2015-04-30,225.56,240.89,224.63,236.11,41361.8577556,9683960.74139,234.127799544
2015-04-29,225.3,227.8,222.66,225.23,12204.2370919,2748769.64847,225.230764346
2015-04-28,226.91,228.05,222.16,225.3,17189.7187287,3867077.22657,224.964543493
2015-04-27,219.73,232.49,218.24,227.13,35237.9739226,7892773.87198,223.984894515
2015-04-26,226.1,226.84,213.92,219.7,40909.6564983,8976844.51596,219.430943311
2015-04-25,231.21,232.7,225.35,226.01,13390.7287584,3058949.94346,228.437898987
2015-04-24,235.82,236.51,228.7,231.38,22481.3834288,5222867.84855,232.319681976
2015-04-23,234.35,237.22,233.0,236.01,8848.92120824,2078827.0168,234.924344774
2015-04-22,236.18,238.99,232.0,234.14,22065.5891519,5201793.91391,235.742353313
2015-04-21,224.21,236.99,224.16,236.96,31768.4230911,7320208.49909,230.424043337
2015-04-20,222.28,227.0,221.24,224.21,19932.0480658,4475455.56234,224.535659735
2015-04-19,223.23,227.0,222.1,222.16,17571.7854685,3945220.64008,224.520191597
2015-04-18,222.39,224.16,219.94,223.08,11898.008681,2649103.50096,222.650997489
2015-04-17,228.23,228.98,219.58,222.4,27060.8607461,6047872.34152,223.491499338
2015-04-16,223.8,230.0,223.01,228.14,28949.2275376,6576987.00496,227.190414543
2015-04-15,220.1,224.75,219.01,223.98,24034.5246067,5329178.50082,221.730139789
2015-04-14,224.9,225.75,216.37,220.16,40768.8300318,8984932.18743,220.387295402
2015-04-13,236.21,237.7,220.14,224.9,47137.094012,10696302.8034,226.919012035
2015-04-12,236.83,238.7,232.38,236.38,10100.9528618,2387064.72577,236.320747006
2015-04-11,236.12,240.58,233.72,236.86,17745.9435584,4207682.81961,237.106739676
2015-04-10,243.56,243.74,230.75,236.12,37332.5569562,8808599.14236,235.949526648
2015-04-09,244.94,246.79,236.5,243.58,22642.2355531,5489603.96799,242.44973316
2015-04-08,253.7,254.99,242.72,244.92,39627.0914263,9804491.27679,247.418897625
2015-04-07,255.62,257.9,253.01,253.7,10602.2521199,2706156.00645,255.243506365
2015-04-06,260.75,262.45,253.4,255.73,20821.2878821,5359107.89405,257.385994776
2015-04-05,253.7,261.25,251.55,260.5,23998.8744946,6180785.52839,257.544808186
2015-04-04,254.24,255.7,250.32,253.6,9458.99655888,2390124.08359,252.682625341
2015-04-03,253.33,256.49,250.31,254.24,28294.9928171,7169805.26526,253.394843095
2015-04-02,247.07,254.94,243.0,253.23,26215.5431042,6551450.95859,249.907123134
2015-04-01,244.56,248.71,239.21,246.93,23555.2695753,5755616.99983,244.345197639
2015-03-31,247.93,248.8,242.0,244.51,22340.6019467,5475229.44809,245.079763793
2015-03-30,242.9,250.98,236.24,247.93,30725.3599198,7537267.46726,245.310957689
2015-03-29,252.9,253.01,238.89,242.74,31825.7683493,7785640.45496,244.633228317
2015-03-28,246.5,255.96,246.49,252.95,17724.6877324,4469541.55877,252.164756088
2015-03-27,249.21,250.45,245.23,246.5,22731.1119358,5629144.97658,247.640546247
2015-03-26,246.29,255.0,244.5,249.33,33260.9684126,8325531.26071,250.309346301
2015-03-25,246.0,250.95,235.7,246.29,53254.5317815,12984019.6434,243.810605577
2015-03-24,267.31,268.4,241.39,246.0,64117.8698715,16083186.2974,250.837813696
2015-03-23,268.6,271.5,262.0,267.23,23532.3849302,6285105.30257,267.083226847
2015-03-22,260.6,270.8,259.74,268.82,18263.4907552,4841942.65668,265.115947525
2015-03-21,262.18,263.01,255.1,260.47,15082.649219,3911208.54535,259.318405444
2015-03-20,261.7,267.0,259.36,262.19,16197.4779677,4249218.40717,262.338273628
2015-03-19,257.2,269.5,246.98,261.98,78451.5371757,20261007.0048,258.261440555
2015-03-18,285.11,285.25,248.0,257.21,89923.4157283,24020508.0744,267.121837842
2015-03-17,291.24,292.9,281.56,285.25,22235.3698545,6408430.76067,288.20886734
2015-03-16,286.71,295.2,286.45,291.22,22313.4246187,6506118.29866,291.578653203
2015-03-15,282.54,287.8,281.59,286.9,13427.520501,3829300.66564,285.18300645
2015-03-14,283.18,287.6,281.36,282.6,23009.6210724,6539745.4279,284.21786727
2015-03-13,295.52,295.91,282.13,283.19,46670.65121,13520593.4356,289.702266522
2015-03-12,296.6,298.8,291.04,295.55,27275.4975594,8055560.82621,295.340563767
2015-03-11,292.64,298.75,291.0,296.7,25811.0917904,7611153.3402,294.87917063
2015-03-10,291.04,303.96,289.03,292.62,67389.7821945,19939924.2567,295.889430227
2015-03-09,275.58,295.0,275.01,291.0,62908.3776801,17995712.6814,286.062259829
2015-03-08,276.98,278.68,271.61,275.59,13853.7948903,3817423.11616,275.550717071
2015-03-07,273.27,280.76,270.55,276.97,22856.9456037,6307498.40177,275.955436529
2015-03-06,277.69,279.75,268.8,273.36,40276.5719699,11023507.1497,273.695267759
2015-03-05,272.92,284.99,262.0,277.69,66108.8846339,17974279.1321,271.889009044
2015-03-04,283.8,285.99,267.0,273.33,71521.5877659,19874882.512,277.886483408
2015-03-03,277.3,294.0,267.04,283.75,81226.3982969,22626555.4683,278.561599957
2015-03-02,262.47,279.61,258.98,277.41,67168.4404979,17991043.1471,267.849648045
2015-03-01,255.7,266.91,245.65,262.4,47597.4246682,12162953.398,255.538056582
2015-02-28,255.06,257.4,251.25,255.7,17286.145574,4396800.27828,254.354000403
2015-02-27,236.93,262.8,236.64,255.05,69855.1332944,17686987.0187,253.195236836
2015-02-26,237.98,238.33,233.62,236.93,18687.2468658,4417585.08418,236.395714998
2015-02-25,239.95,240.83,235.53,237.99,13529.6277305,3219411.96126,237.952737902
2015-02-24,239.33,240.99,236.7,239.73,16615.8145606,3973261.12235,239.125268753
2015-02-23,236.5,241.0,232.61,239.4,23852.2713174,5657233.65167,237.177985123
2015-02-22,245.53,247.78,232.1,236.5,33576.5010611,8013827.55334,238.673694402
2015-02-21,244.51,247.73,243.28,245.54,16187.3669003,3972390.47605,245.400657223
2015-02-20,240.2,248.98,238.95,244.5,31341.12721,7655137.6071,244.252146893
2015-02-19,236.26,243.42,234.97,240.0,23848.0642359,5709455.9918,239.409619805
2015-02-18,243.82,244.99,231.01,236.27,39347.7325268,9338691.64965,237.337479188
2015-02-17,233.5,246.28,231.5,244.0,40898.7859439,9817186.91513,240.036145049
2015-02-16,235.34,243.65,228.62,233.5,47236.5223356,11146672.5973,235.975724844
2015-02-15,257.01,268.54,228.2,235.88,103145.29818,25478127.1493,247.012007323
2015-02-14,235.8,261.3,235.51,257.0,80559.7301742,20117050.4117,249.715960669
2015-02-13,222.39,242.5,221.46,236.13,68319.5956594,15985512.6672,233.981371126
2015-02-12,219.8,223.2,217.8,222.55,19995.1097513,4413563.0429,220.732123894
2015-02-11,220.75,224.4,218.1,219.8,19279.6453424,4266580.59768,221.299744985
